0.588897 0.980000 0.600318
0.588897 -0.980000 1.063349
-0.588897 0.980000 0.666220
-0.588897 -0.980000 0.997445
0.011547 0.980000 1.028062
0.011547 -0.980000 1.875861
-0.011547 0.980000 1.030770
-0.011547 -0.980000 1.873154
0.034641 0.980000 1.024247
0.034641 -0.980000 1.876344
-0.034641 0.980000 1.032359
-0.034641 -0.980000 1.868231
0.057735 0.980000 1.019327
0.057735 -0.980000 1.874582
-0.057735 0.980000 1.032817
-0.057735 -0.980000 1.861091
0.080829 0.980000 1.013301
0.080829 -0.980000 1.870546
-0.080829 0.980000 1.032122
-0.080829 -0.980000 1.851723
0.103923 0.980000 1.006162
0.103923 -0.980000 1.864194
-0.103923 0.980000 1.030249
-0.103923 -0.980000 1.840105
0.127017 0.980000 0.997899
0.127017 -0.980000 1.855472
-0.127017 0.980000 1.027167
-0.127017 -0.980000 1.826203
0.150111 0.980000 0.988494
0.150111 -0.980000 1.844315
-0.150111 0.980000 1.022835
-0.150111 -0.980000 1.809973
0.173205 0.980000 0.977924
0.173205 -0.980000 1.830644
-0.173205 0.980000 1.017208
-0.173205 -0.980000 1.791359
0.196299 0.980000 0.966159
0.196299 -0.980000 1.814365
-0.196299 0.980000 1.010234
-0.196299 -0.980000 1.770289
0.219393 0.980000 0.953163
0.219393 -0.980000 1.795367
-0.219393 0.980000 1.001848
-0.219393 -0.980000 1.746679
0.242487 0.980000 0.938892
0.242487 -0.980000 1.773521
-0.242487 0.980000 0.991979
-0.242487 -0.980000 1.720430
0.265581 0.980000 0.923296
0.265581 -0.980000 1.748678
-0.265581 0.980000 0.980547
-0.265581 -0.980000 1.691424
0.288675 0.980000 0.906315
0.288675 -0.980000 1.720668
-0.288675 0.980000 0.967456
-0.288675 -0.980000 1.659524
0.311769 0.980000 0.887883
0.311769 -0.980000 1.689295
-0.311769 0.980000 0.952602
-0.311769 -0.980000 1.624572
0.334863 0.980000 0.867923
0.334863 -0.980000 1.654337
-0.334863 0.980000 0.935867
-0.334863 -0.980000 1.586390
0.357957 0.980000 0.846355
0.357957 -0.980000 1.615547
-0.357957 0.980000 0.917123
-0.357957 -0.980000 1.544776
0.381051 0.980000 0.823094
0.381051 -0.980000 1.572652
-0.381051 0.980000 0.896232
-0.381051 -0.980000 1.499511
0.404145 0.980000 0.798063
0.404145 -0.980000 1.525367
-0.404145 0.980000 0.873058
-0.404145 -0.980000 1.450369
0.427239 0.980000 0.771211
0.427239 -0.980000 1.473415
-0.427239 0.980000 0.847484
-0.427239 -0.980000 1.397139
0.450333 0.980000 0.742549
0.450333 -0.980000 1.416586
-0.450333 0.980000 0.819453
-0.450333 -0.980000 1.339679
0.473427 0.980000 0.712237
0.473427 -0.980000 1.354861
-0.473427 0.980000 0.789054
-0.473427 -0.980000 1.278041
0.496521 0.980000 0.680750
0.496521 -0.980000 1.288672
-0.496521 0.980000 0.756702
-0.496521 -0.980000 1.212718
0.519615 0.980000 0.649236
0.519615 -0.980000 1.219491
-0.519615 0.980000 0.723520
-0.519615 -0.980000 1.145205
0.542709 0.980000 0.620289
0.542709 -0.980000 1.151091
-0.542709 0.980000 0.692176
-0.542709 -0.980000 1.079202
0.565803 0.980000 0.599638
0.565803 -0.980000 1.092375
-0.565803 0.980000 0.668708
-0.565803 -0.980000 1.023304
0.588897 0.940000 0.502357
0.588897 -0.940000 0.876269
-0.588897 0.940000 0.558756
-0.588897 -0.940000 0.819869
0.611991 0.940000 0.562514
0.611991 -0.940000 0.957144
-0.611991 0.940000 0.622921
-0.611991 -0.940000 0.896735
0.011547 0.940000 1.079788
0.011547 -0.940000 1.926136
-0.011547 0.940000 1.082523
-0.011547 -0.940000 1.923401
0.034641 0.940000 1.075961
0.034641 -0.940000 1.926677
-0.034641 0.940000 1.084156
-0.034641 -0.940000 1.918481
0.057735 0.940000 1.071045
0.057735 -0.940000 1.925006
-0.057735 0.940000 1.084674
-0.057735 -0.940000 1.911376
0.080829 0.940000 1.065038
0.080829 -0.940000 1.921094
-0.080829 0.940000 1.084057
-0.080829 -0.940000 1.902075
0.103923 0.940000 1.057936
0.103923 -0.940000 1.914902
-0.103923 0.940000 1.082280
